RA;Ano_avaliacao;Nome_aluno;Idade;Fase;Turma;Instituicao_ensino;INDE;Pedra_atual;Pedra 20;Pedra 21;IDA;IEG;IAA;IPS;IPV;IAN;Nota_mat;Nota_port;Nota_ing;Atingiu PV;Defasagem;Fase ideal;IPP;Atingiu_PV_calculado;Delta_INDE;Delta_IDA;Delta_IEG;Delta_IAA;Delta_IPS;Delta_IPP;Delta_IPV;Delta_IAN;Evolucao_INDE;Evolucao_IDA;Evolucao_IEG;Evolucao_IAA;Evolucao_IPS;Evolucao_IPP;Evolucao_IPV;Evolucao_IAN;Persona_aluno
RA-1575;2024;Aluno-1575;16;Fase 4;4C;Escola Pública;7.318459391466667;Ametista;Pré-ingresso;Pré-ingresso;5.333333333333333;8.624338624;9.168;6.885;8.28;5.0;0.0;7.5;8.5;Não avaliado;-1;Fase 5 (1° EM);7.65625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1576;2024;Aluno-1576;16;Fase 4;4C;Escola Pública;7.4636202380666665;Ametista;Pré-ingresso;Pré-ingresso;6.666666666666667;9.523809523666666;8.334;5.635;8.44;5.0;7.5;4.5;8.0;Não avaliado;-1;Fase 5 (1° EM);6.40625;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1577;2024;Aluno-1577;16;Fase 4;4C;Escola Pública;6.305585581933334;Ágata;Pré-ingresso;Pré-ingresso;4.333333333333333;4.993386243333333;10.002;7.51;7.273333333;5.0;4.0;7.0;2.0;Não avaliado;-1;Fase 5 (1° EM);7.34375;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1578;2024;Aluno-1578;13;Fase 4;4F;Escola Pública;7.880605848;Ametista;Pré-ingresso;Pré-ingresso;7.333333333333333;6.761695906666667;8.334;7.51;8.636;10.0;6.0;6.0;10.0;Não avaliado;1;Fase 3 (7° e 8° ano);7.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1579;2024;Aluno-1579;16;Fase 4;4F;Escola Pública;7.894385710733333;Ametista;Pré-ingresso;Pré-ingresso;7.166666666666667;9.090261886999999;8.751;5.635;9.272;5.0;7.5;6.0;8.0;Não avaliado;-2;Fase 6 (2° EM);8.5;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-158;2022;Aluno-158;17;Fase 4;L;Rede Decisão;7.302;Ametista;Ametista;Ametista;6.6;9.8;7.9;5.6;8.125;2.5;5.0;6.7;8.1;Não;-3;Fase 7 (3º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-158;2023;Aluno-158;14;Fase 5;5M;Privada - Programa de Apadrinhamento;7.297425;Ametista;Ametista;Ametista;6.0;9.0;7.1;2.52;7.545;10.0;6.0;5.7;6.3;Não avaliado;1;Fase 4 (9° ano);8.28125;Não;-0.004574999999999996;-0.5999999999999996;-0.8000000000000007;-0.8000000000000007;-3.0799999999999996;;-0.5800000000000001;7.5;Recuo;Recuo;Recuo;Recuo;Recuo;Sem dados;Recuo;Avanço;Esforçados em risco emocional
RA-158;2024;Aluno-158;15;Fase 5;5M;Privada - Programa de Apadrinhamento;6.855159259266667;Ágata;Ametista;Ametista;4.0;7.796296296333334;8.334;6.26;6.745;10.0;2.5;1.5;8.0;Não avaliado;0;Fase 5 (1° EM);6.875;Não;-0.44226574073333236;-2.0;-1.2037037036666662;1.234;3.7399999999999998;-1.40625;-0.7999999999999998;0.0;Recuo;Recuo;Recuo;Avanço;Avanço;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-1580;2024;Aluno-1580;16;Fase 4;4F;Escola Pública;7.790523996266667;Ametista;Pré-ingresso;Pré-ingresso;6.166666666666667;9.049953314666666;8.751;7.51;9.168;5.0;5.0;7.5;6.0;Não avaliado;-1;Fase 5 (1° EM);7.875;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1581;2024;Aluno-1581;16;Fase 4;4H;Escola Pública;6.9787022855;Ágata;Pré-ingresso;Pré-ingresso;6.333333333333333;7.834844760666667;8.334;6.26;7.386666667;5.0;7.0;4.5;7.5;Não avaliado;-1;Fase 5 (1° EM);7.083333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1582;2024;Aluno-1582;15;Fase 4;4H;Escola Pública;6.472788888966667;Ágata;Pré-ingresso;Pré-ingresso;4.5;8.069444444333334;8.334;6.255;6.666666667;5.0;7.0;2.0;4.5;Não avaliado;-1;Fase 5 (1° EM);6.666666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1583;2024;Aluno-1583;15;Fase 4;4H;Escola Pública;7.8197579711000005;Ametista;Pré-ingresso;Pré-ingresso;8.166666666666666;7.753623188333333;7.917;6.26;9.006666667;5.0;8.0;6.5;10.0;Não avaliado;-1;Fase 5 (1° EM);9.166666667;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1584;2024;Aluno-1584;15;Fase 4;4L;Escola Pública;7.429837830666667;Ametista;Pré-ingresso;Pré-ingresso;5.5;9.153439153333332;8.334;7.51;8.1675;5.0;6.0;5.5;5.0;Não avaliado;-1;Fase 5 (1° EM);7.8125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1585;2024;Aluno-1585;15;Fase 4;4L;Escola Pública;6.730367016866668;Ágata;Pré-ingresso;Pré-ingresso;4.0;6.775210084333334;10.002;7.51;7.7925;5.0;5.0;3.0;4.0;Não avaliado;-1;Fase 5 (1° EM);7.65625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1586;2024;Aluno-1586;15;Fase 4;4L;Escola Pública;6.555764327466668;Ágata;Pré-ingresso;Pré-ingresso;5.666666666666667;6.128654970666666;10.002;5.01;7.54;5.0;3.5;5.5;8.0;Não avaliado;-1;Fase 5 (1° EM);6.875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1587;2024;Aluno-1587;16;Fase 4;4L;Escola Pública;7.34055;Ametista;Pré-ingresso;Pré-ingresso;3.75;10.0;9.168;7.51;8.2075;5.0;7.5;0.0;;Não avaliado;-2;Fase 6 (2° EM);7.8125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1588;2024;Aluno-1588;14;Fase 4;4L;Escola Pública;7.303823728133333;Ametista;Pré-ingresso;Pré-ingresso;4.0;8.640618640666666;7.917;7.51;7.415;10.0;3.5;4.5;;Não avaliado;0;Fase 4 (9° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1589;2024;Aluno-1589;15;Fase 4;4M;Escola Pública;5.260851851866667;Quartzo;Pré-ingresso;Pré-ingresso;2.5;6.259259259333334;0.0;7.51;7.54;5.0;3.0;2.0;;Não avaliado;-1;Fase 5 (1° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-159;2022;Aluno-159;15;Fase 4;L;Escola Pública;6.49;Ágata;Pré-ingresso;Ametista;4.7;8.1;8.3;5.6;6.458;5.0;4.3;5.8;3.9;Não;-1;Fase 5 (1º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-159;2023;Aluno-159;16;Fase 4;4N;Escola Pública;6.805033333;Ágata;Pré-ingresso;Ametista;6.3;8.1;7.9;2.52;7.8775;5.0;5.0;6.0;7.8;Não avaliado;-2;Fase 6 (2° EM);8.125;Não;0.3150333329999997;1.5999999999999996;0.0;-0.40000000000000036;-3.0799999999999996;;1.4195000000000002;0.0;Avanço;Avanço;Neutra;Recuo;Recuo;Sem dados;Avanço;Neutra;Esforçados em risco emocional
RA-1590;2024;Aluno-1590;15;Fase 4;4N;Escola Pública;8.1907875086;Topázio;Pré-ingresso;Pré-ingresso;8.666666666666666;8.267770876333332;7.917;7.51;8.806;5.0;8.5;8.0;9.5;Não avaliado;-1;Fase 5 (1° EM);10.0;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1591;2024;Aluno-1591;16;Fase 4;4N;Escola Pública;6.1707952862;Ágata;Pré-ingresso;Pré-ingresso;3.5;6.430976431;7.083;7.51;7.064;5.0;3.0;4.5;3.0;Não avaliado;-2;Fase 6 (2° EM);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1592;2024;Aluno-1592;15;Fase 4;4N;Escola Pública;6.812545479666667;Ágata;Pré-ingresso;Pré-ingresso;5.5;6.854727398333334;7.917;7.51;7.432;5.0;4.0;7.5;5.0;Não avaliado;-1;Fase 5 (1° EM);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1593;2024;Aluno-1593;15;Fase 4;4N;Escola Pública;6.638525017333334;Ágata;Pré-ingresso;Pré-ingresso;6.5;4.868875086666667;6.249;6.26;8.538;5.0;9.0;6.5;4.0;Não avaliado;-1;Fase 5 (1° EM);9.0625;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1594;2024;Aluno-1594;16;Fase 4;4N;Escola Pública;5.731267287800001;Quartzo;Pré-ingresso;Pré-ingresso;3.0;6.112836439;9.585;6.26;5.996;5.0;1.0;4.0;4.0;Não avaliado;-2;Fase 6 (2° EM);6.25;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1595;2024;Aluno-1595;14;Fase 4;4R;Escola Pública;6.6599304233000005;Ágata;Pré-ingresso;Pré-ingresso;2.3333333333333335;7.949735449666666;8.334;6.26;7.021666667;10.0;3.0;0.0;4.0;Não avaliado;0;Fase 4 (9° ano);7.395833333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1596;2024;Aluno-1596;17;Fase 4;4R;Escola Pública;7.261016666766667;Ametista;Pré-ingresso;Pré-ingresso;3.3333333333333335;10.0;8.751;7.51;8.226666667;5.0;5.0;0.0;5.0;Não avaliado;-2;Fase 6 (2° EM);8.229166667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1597;2024;Aluno-1597;16;Fase 4;4R;Escola Pública;6.7187063492;Ágata;Pré-ingresso;Pré-ingresso;2.8333333333333335;8.412698412666666;7.5;7.51;8.28;5.0;2.0;0.0;6.5;Não avaliado;-1;Fase 5 (1° EM);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1598;2024;Aluno-1598;15;Fase 5;5B;Escola Pública;8.4656285714;Topázio;Pré-ingresso;Pré-ingresso;7.5;8.857142857;9.585;7.51;8.236;10.0;7.5;7.5;;Não avaliado;0;Fase 5 (1° EM);8.375;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1599;2024;Aluno-1599;17;Fase 5;5B;Escola Pública;7.6059333333333345;Ametista;Pré-ingresso;Pré-ingresso;6.5;9.666666666666666;8.334;7.51;7.566;5.0;7.0;6.0;;Não avaliado;-2;Fase 7 (3° EM);7.75;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-16;2022;Aluno-16;19;Fase 7;D;Escola Pública;6.112;Ágata;Pré-ingresso;Pré-ingresso;3.5;8.3;7.9;5.0;6.333;5.0;7.0;0.0;;Não;-1;Fase 8 (Universitários);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-160;2022;Aluno-160;15;Fase 4;L;Escola Pública;6.746;Ágata;Pré-ingresso;Ágata;5.3;7.2;7.5;5.6;8.25;5.0;2.7;6.0;7.1;Não;-1;Fase 5 (1º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-160;2023;Aluno-160;16;Fase 5;5L;Privada - Programa de Apadrinhamento;6.598266667;Ágata;Pré-ingresso;Ágata;5.0;8.3;8.8;2.52;7.46;5.0;3.3;3.8;8.0;Não avaliado;-1;Fase 6 (2° EM);8.125;Não;-0.14773333300000058;-0.2999999999999998;1.1000000000000005;1.3000000000000007;-3.0799999999999996;;-0.79;0.0;Recuo;Recuo;Avanço;Avanço;Recuo;Sem dados;Recuo;Neutra;Esforçados em risco emocional
RA-160;2024;Aluno-160;17;Fase 5;5L;Privada - Programa de Apadrinhamento;6.855108333266668;Ágata;Pré-ingresso;Ágata;5.666666666666667;7.416666666666667;8.334;6.26;7.723333333;5.0;3.0;5.5;8.5;Não avaliado;-1;Fase 6 (2° EM);7.34375;Não;0.25684166626666816;0.666666666666667;-0.8833333333333337;-0.4660000000000011;3.7399999999999998;-0.78125;0.2633333330000003;0.0;Avanço;Avanço;Recuo;Recuo;Avanço;Recuo;Avanço;Neutra;Alerta acadêmico (desfocados)
RA-1600;2024;Aluno-1600;17;Fase 5;5B;Escola Pública;6.750618518533334;Ágata;Pré-ingresso;Pré-ingresso;5.666666666666667;8.425925926;8.751;6.26;6.03;5.0;5.0;2.0;10.0;Não avaliado;-2;Fase 7 (3° EM);7.25;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1601;2024;Aluno-1601;17;Fase 5;5C;Escola Pública;7.2431;Ametista;Pré-ingresso;Pré-ingresso;6.5;7.0;8.751;7.51;8.335;5.0;5.0;5.0;9.5;Não avaliado;-1;Fase 6 (2° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1602;2024;Aluno-1602;15;Fase 5;5C;Escola Pública;8.041889814800001;Topázio;Pré-ingresso;Pré-ingresso;7.166666666666667;8.782407407333332;7.917;7.51;7.875;10.0;9.5;2.0;10.0;Não avaliado;0;Fase 5 (1° EM);7.34375;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1603;2024;Aluno-1603;16;Fase 5;5C;Escola Pública;7.836518518466668;Ametista;Pré-ingresso;Pré-ingresso;8.333333333333334;9.259259258999998;7.5;7.51;7.835;5.0;8.5;7.0;9.5;Não avaliado;-1;Fase 6 (2° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1604;2024;Aluno-1604;16;Fase 5;5C;Escola Pública;8.0118555556;Topázio;Pré-ingresso;Pré-ingresso;8.5;7.777777778;9.168;7.51;8.88;5.0;10.0;5.5;10.0;Não avaliado;-1;Fase 6 (2° EM);8.125;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1605;2024;Aluno-1605;16;Fase 5;5D;Escola Pública;4.920488888866667;Quartzo;Pré-ingresso;Pré-ingresso;2.5;5.0694444443333335;0.0;7.51;7.028;5.0;0.0;7.5;0.0;Não avaliado;-1;Fase 6 (2° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1606;2024;Aluno-1606;17;Fase 5;5D;Escola Pública;5.8216796296;Quartzo;Pré-ingresso;Pré-ingresso;2.5;5.148148148;8.334;7.51;7.132;5.0;7.5;0.0;0.0;Não avaliado;-2;Fase 7 (3° EM);7.8125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1607;2024;Aluno-1607;16;Fase 5;5D;Escola Pública;4.899894444466667;Quartzo;Pré-ingresso;Pré-ingresso;0.0;6.222222222333333;5.833;5.635;6.762;5.0;;0.0;0.0;Não avaliado;-1;Fase 6 (2° EM);6.5625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1608;2024;Aluno-1608;15;Fase 5;5D;Escola Pública;7.072539814866667;Ametista;Pré-ingresso;Pré-ingresso;5.0;7.199074074333335;8.751;7.51;6.83;10.0;8.5;3.5;3.0;Não avaliado;0;Fase 5 (1° EM);6.40625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1609;2024;Aluno-1609;17;Fase 5;5F;Escola Pública;7.577233333233334;Ametista;Pré-ingresso;Pré-ingresso;6.0;9.666666666666666;8.334;7.51;7.943333333;5.0;6.0;4.0;8.0;Não avaliado;-2;Fase 7 (3° EM);7.708333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-161;2022;Aluno-161;11;Fase 4;L;Rede Decisão;7.957;Ametista;Ametista;Ametista;6.9;9.1;7.9;5.6;8.083;10.0;5.3;6.8;8.5;Não;2;Fase 2 (5º e 6º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-161;2023;Aluno-161;14;Fase 5;5M;Privada - Programa de Apadrinhamento;6.250166667;Ágata;Ametista;Ametista;5.8;7.3;0.0;2.52;7.795;10.0;7.0;4.5;6.0;Não avaliado;1;Fase 4 (9° ano);8.125;Não;-1.7068333329999996;-1.1000000000000005;-1.7999999999999998;-7.9;-3.0799999999999996;;-0.28800000000000026;0.0;Recuo;Recuo;Recuo;Recuo;Recuo;Sem dados;Recuo;Neutra;Crise de autopercepção (invisíveis)
RA-161;2024;Aluno-161;15;Fase 5;5L;Privada - Programa de Apadrinhamento;7.258445588333334;Ametista;Ametista;Ametista;4.0;7.965686274666666;8.751;6.26;7.836666667;10.0;5.0;7.0;0.0;Não avaliado;0;Fase 5 (1° EM);7.96875;Não;1.0082789213333339;-1.7999999999999998;0.6656862746666663;8.751;3.7399999999999998;-0.15625;0.041666667000000324;0.0;Avanço;Recuo;Avanço;Avanço;Avanço;Recuo;Avanço;Neutra;Alerta acadêmico (desfocados)
RA-1610;2024;Aluno-1610;17;Fase 5;5F;Escola Pública;6.7023729275666675;Ágata;Pré-ingresso;Pré-ingresso;5.166666666666667;7.753697970666667;9.168;7.51;6.106666667;5.0;4.0;2.0;9.5;Não avaliado;-2;Fase 7 (3° EM);7.291666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1611;2024;Aluno-1611;17;Fase 5;5F;Escola Pública;6.4589186218000005;Ágata;Pré-ingresso;Pré-ingresso;4.5;8.361426442;7.083;7.51;5.886666667;5.0;2.0;2.5;9.0;Não avaliado;-2;Fase 7 (3° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1612;2024;Aluno-1612;18;Fase 5;5F;Escola Pública;7.014528571366666;Ametista;Pré-ingresso;Pré-ingresso;6.166666666666667;8.523809523666666;6.666;7.51;6.94;5.0;5.0;6.5;7.0;Não avaliado;-2;Fase 7 (3° EM);7.708333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1613;2024;Aluno-1613;17;Fase 5;5G;Escola Pública;6.085471428700001;Ágata;Pré-ingresso;Pré-ingresso;3.0;7.1428571430000005;8.334;7.51;6.216666667;5.0;0.0;1.0;8.0;Não avaliado;-2;Fase 7 (3° EM);7.291666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1614;2024;Aluno-1614;16;Fase 5;5L;Escola Pública;6.787898989933334;Ágata;Pré-ingresso;Pré-ingresso;6.5;6.574494949666668;7.5;7.51;7.11;5.0;5.0;5.5;9.0;Não avaliado;-1;Fase 6 (2° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1615;2024;Aluno-1615;15;Fase 5;5M;Escola Pública;8.417533333333333;Topázio;Pré-ingresso;Pré-ingresso;8.333333333333334;9.833333333333334;7.917;7.51;7.4575;10.0;8.0;7.0;10.0;Não avaliado;0;Fase 5 (1° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1616;2024;Aluno-1616;17;Fase 5;5M;Escola Pública;7.147738235266668;Ametista;Pré-ingresso;Pré-ingresso;6.166666666666667;8.436274509666667;8.334;7.51;7.12;5.0;5.5;6.5;6.5;Não avaliado;-1;Fase 6 (2° EM);7.1875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1617;2024;Aluno-1617;16;Fase 5;5M;Escola Pública;4.926285714266666;Quartzo;Pré-ingresso;Pré-ingresso;3.25;5.571428571333333;0.0;7.51;6.1175;5.0;0.5;6.0;;Não avaliado;-1;Fase 6 (2° EM);6.875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1618;2024;Aluno-1618;17;Fase 5;5M;Escola Pública;7.0487660130666665;Ametista;Pré-ingresso;Pré-ingresso;6.333333333333333;7.908496732000001;8.334;7.51;6.83;5.0;5.0;7.0;7.0;Não avaliado;-1;Fase 6 (2° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1619;2024;Aluno-1619;15;Fase 5;5M;Escola Pública;7.393951851866667;Ametista;Pré-ingresso;Pré-ingresso;4.25;9.259259259333334;7.501;7.51;7.205;10.0;4.0;4.5;;Não avaliado;1;Fase 4 (9° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-162;2022;Aluno-162;14;Fase 4;L;Escola Pública;7.215;Ametista;Pré-ingresso;Ágata;5.5;8.5;6.7;7.5;6.542;10.0;4.7;5.5;6.4;Não;0;Fase 4 (9º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1620;2024;Aluno-1620;16;Fase 5;5N;Escola Pública;6.652766666666667;Ágata;Pré-ingresso;Pré-ingresso;5.166666666666667;6.666666666666667;8.751;7.51;7.05;5.0;5.5;7.0;3.0;Não avaliado;-1;Fase 6 (2° EM);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1621;2024;Aluno-1621;17;Fase 5;5N;Escola Pública;8.107033333366667;Topázio;Pré-ingresso;Pré-ingresso;8.333333333333334;10.0;7.917;6.26;8.446666667;5.0;7.5;7.5;10.0;Não avaliado;-1;Fase 6 (2° EM);8.333333333;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
